code=32, textureId=0, prespace=0, width=8, advance=8, top=(1, 1), bottom=(9, 17)
code=22528, textureId=2, prespace=0, width=16, advance=16, top=(49, 161), bottom=(65, 177)
code=22530, textureId=2, prespace=0, width=16, advance=16, top=(65, 161), bottom=(81, 177)
code=22533, textureId=2, prespace=0, width=16, advance=16, top=(81, 161), bottom=(97, 177)
code=22534, textureId=2, prespace=0, width=16, advance=16, top=(97, 161), bottom=(113, 177)
code=22535, textureId=2, prespace=0, width=16, advance=16, top=(113, 161), bottom=(129, 177)
code=22537, textureId=2, prespace=0, width=16, advance=16, top=(129, 161), bottom=(145, 177)
code=22538, textureId=2, prespace=0, width=16, advance=16, top=(145, 161), bottom=(161, 177)
code=22539, textureId=2, prespace=0, width=16, advance=16, top=(161, 161), bottom=(177, 177)
code=22541, textureId=2, prespace=0, width=16, advance=16, top=(177, 161), bottom=(193, 177)
code=22545, textureId=2, prespace=0, width=16, advance=16, top=(193, 161), bottom=(209, 177)
code=22549, textureId=2, prespace=0, width=16, advance=16, top=(209, 161), bottom=(225, 177)
code=22553, textureId=2, prespace=0, width=16, advance=16, top=(225, 161), bottom=(241, 177)
code=22557, textureId=2, prespace=0, width=16, advance=16, top=(241, 161), bottom=(257, 177)
code=22558, textureId=2, prespace=0, width=16, advance=16, top=(257, 161), bottom=(273, 177)
code=22560, textureId=2, prespace=0, width=16, advance=16, top=(273, 161), bottom=(289, 177)
code=22561, textureId=2, prespace=0, width=16, advance=16, top=(289, 161), bottom=(305, 177)
code=22564, textureId=2, prespace=0, width=16, advance=16, top=(305, 161), bottom=(321, 177)
code=22570, textureId=2, prespace=0, width=16, advance=16, top=(321, 161), bottom=(337, 177)
code=22575, textureId=2, prespace=0, width=16, advance=16, top=(337, 161), bottom=(353, 177)
code=22576, textureId=2, prespace=0, width=16, advance=16, top=(353, 161), bottom=(369, 177)
code=22577, textureId=2, prespace=0, width=16, advance=16, top=(369, 161), bottom=(385, 177)
code=22580, textureId=2, prespace=0, width=16, advance=16, top=(385, 161), bottom=(401, 177)
code=22581, textureId=2, prespace=0, width=16, advance=16, top=(401, 161), bottom=(417, 177)
code=22586, textureId=2, prespace=0, width=16, advance=16, top=(417, 161), bottom=(433, 177)
code=22589, textureId=2, prespace=0, width=16, advance=16, top=(433, 161), bottom=(449, 177)
code=22592, textureId=2, prespace=0, width=16, advance=16, top=(449, 161), bottom=(465, 177)
code=22593, textureId=2, prespace=0, width=16, advance=16, top=(465, 161), bottom=(481, 177)
code=22596, textureId=2, prespace=0, width=16, advance=16, top=(481, 161), bottom=(497, 177)
code=22602, textureId=2, prespace=0, width=16, advance=16, top=(1, 177), bottom=(17, 193)
code=22603, textureId=2, prespace=0, width=16, advance=16, top=(17, 177), bottom=(33, 193)
code=22604, textureId=2, prespace=0, width=16, advance=16, top=(33, 177), bottom=(49, 193)
code=22605, textureId=2, prespace=0, width=16, advance=16, top=(49, 177), bottom=(65, 193)
code=22609, textureId=2, prespace=0, width=16, advance=16, top=(65, 177), bottom=(81, 193)
code=22610, textureId=2, prespace=0, width=16, advance=16, top=(81, 177), bottom=(97, 193)
code=22612, textureId=2, prespace=0, width=16, advance=16, top=(97, 177), bottom=(113, 193)
code=22615, textureId=2, prespace=0, width=16, advance=16, top=(113, 177), bottom=(129, 193)
code=22616, textureId=2, prespace=0, width=16, advance=16, top=(129, 177), bottom=(145, 193)
code=22617, textureId=2, prespace=0, width=16, advance=16, top=(145, 177), bottom=(161, 193)
code=22618, textureId=2, prespace=0, width=16, advance=16, top=(161, 177), bottom=(177, 193)
code=22622, textureId=2, prespace=0, width=16, advance=16, top=(177, 177), bottom=(193, 193)
code=22626, textureId=2, prespace=0, width=16, advance=16, top=(193, 177), bottom=(209, 193)
code=22629, textureId=2, prespace=0, width=16, advance=16, top=(209, 177), bottom=(225, 193)
code=22633, textureId=2, prespace=0, width=16, advance=16, top=(225, 177), bottom=(241, 193)
code=22635, textureId=2, prespace=0, width=16, advance=16, top=(241, 177), bottom=(257, 193)
code=22636, textureId=2, prespace=0, width=16, advance=16, top=(257, 177), bottom=(273, 193)
code=22637, textureId=2, prespace=0, width=16, advance=16, top=(273, 177), bottom=(289, 193)
code=22640, textureId=2, prespace=0, width=16, advance=16, top=(289, 177), bottom=(305, 193)
code=22642, textureId=2, prespace=0, width=16, advance=16, top=(305, 177), bottom=(321, 193)
code=22645, textureId=2, prespace=0, width=16, advance=16, top=(321, 177), bottom=(337, 193)
code=22649, textureId=2, prespace=0, width=16, advance=16, top=(337, 177), bottom=(353, 193)
code=22653, textureId=2, prespace=0, width=16, advance=16, top=(353, 177), bottom=(369, 193)
code=22654, textureId=2, prespace=0, width=16, advance=16, top=(369, 177), bottom=(385, 193)
code=22656, textureId=2, prespace=0, width=16, advance=16, top=(385, 177), bottom=(401, 193)
code=22657, textureId=2, prespace=0, width=16, advance=16, top=(401, 177), bottom=(417, 193)
code=22659, textureId=2, prespace=0, width=16, advance=16, top=(417, 177), bottom=(433, 193)
code=22661, textureId=2, prespace=0, width=16, advance=16, top=(433, 177), bottom=(449, 193)
code=22665, textureId=2, prespace=0, width=16, advance=16, top=(449, 177), bottom=(465, 193)
code=22666, textureId=2, prespace=0, width=16, advance=16, top=(465, 177), bottom=(481, 193)
code=22674, textureId=2, prespace=0, width=16, advance=16, top=(481, 177), bottom=(497, 193)
code=22675, textureId=2, prespace=0, width=16, advance=16, top=(1, 193), bottom=(17, 209)
code=22679, textureId=2, prespace=0, width=16, advance=16, top=(17, 193), bottom=(33, 209)
code=22681, textureId=2, prespace=0, width=16, advance=16, top=(33, 193), bottom=(49, 209)
code=22682, textureId=2, prespace=0, width=16, advance=16, top=(49, 193), bottom=(65, 209)
code=22684, textureId=2, prespace=0, width=16, advance=16, top=(65, 193), bottom=(81, 209)
code=22686, textureId=2, prespace=0, width=16, advance=16, top=(81, 193), bottom=(97, 209)
code=22687, textureId=2, prespace=0, width=16, advance=16, top=(97, 193), bottom=(113, 209)
code=22694, textureId=2, prespace=0, width=16, advance=16, top=(113, 193), bottom=(129, 209)
code=22696, textureId=2, prespace=0, width=16, advance=16, top=(129, 193), bottom=(145, 209)
code=22697, textureId=2, prespace=0, width=16, advance=16, top=(145, 193), bottom=(161, 209)
code=22699, textureId=2, prespace=0, width=16, advance=16, top=(161, 193), bottom=(177, 209)
code=22702, textureId=2, prespace=0, width=16, advance=16, top=(177, 193), bottom=(193, 209)
code=22707, textureId=2, prespace=0, width=16, advance=16, top=(193, 193), bottom=(209, 209)
code=22712, textureId=2, prespace=0, width=16, advance=16, top=(209, 193), bottom=(225, 209)
code=22713, textureId=2, prespace=0, width=16, advance=16, top=(225, 193), bottom=(241, 209)
code=22714, textureId=2, prespace=0, width=16, advance=16, top=(241, 193), bottom=(257, 209)
code=22715, textureId=2, prespace=0, width=16, advance=16, top=(257, 193), bottom=(273, 209)
code=22716, textureId=2, prespace=0, width=16, advance=16, top=(273, 193), bottom=(289, 209)
code=22718, textureId=2, prespace=0, width=16, advance=16, top=(289, 193), bottom=(305, 209)
code=22721, textureId=2, prespace=0, width=16, advance=16, top=(305, 193), bottom=(321, 209)
code=22725, textureId=2, prespace=0, width=16, advance=16, top=(321, 193), bottom=(337, 209)
code=22727, textureId=2, prespace=0, width=16, advance=16, top=(337, 193), bottom=(353, 209)
code=22730, textureId=2, prespace=0, width=16, advance=16, top=(353, 193), bottom=(369, 209)
code=22732, textureId=2, prespace=0, width=16, advance=16, top=(369, 193), bottom=(385, 209)
code=22734, textureId=2, prespace=0, width=16, advance=16, top=(385, 193), bottom=(401, 209)
code=22737, textureId=2, prespace=0, width=16, advance=16, top=(401, 193), bottom=(417, 209)
code=22739, textureId=2, prespace=0, width=16, advance=16, top=(417, 193), bottom=(433, 209)
code=22741, textureId=2, prespace=0, width=16, advance=16, top=(433, 193), bottom=(449, 209)
code=22743, textureId=2, prespace=0, width=16, advance=16, top=(449, 193), bottom=(465, 209)
code=22744, textureId=2, prespace=0, width=16, advance=16, top=(465, 193), bottom=(481, 209)
code=22745, textureId=2, prespace=0, width=16, advance=16, top=(481, 193), bottom=(497, 209)
code=22748, textureId=2, prespace=0, width=16, advance=16, top=(1, 209), bottom=(17, 225)
code=22750, textureId=2, prespace=0, width=16, advance=16, top=(17, 209), bottom=(33, 225)
code=22751, textureId=2, prespace=0, width=16, advance=16, top=(33, 209), bottom=(49, 225)
code=22754, textureId=2, prespace=0, width=16, advance=16, top=(49, 209), bottom=(65, 225)
code=22756, textureId=2, prespace=0, width=16, advance=16, top=(65, 209), bottom=(81, 225)
code=22757, textureId=2, prespace=0, width=16, advance=16, top=(81, 209), bottom=(97, 225)
code=22761, textureId=2, prespace=0, width=16, advance=16, top=(97, 209), bottom=(113, 225)
code=22763, textureId=2, prespace=0, width=16, advance=16, top=(113, 209), bottom=(129, 225)
code=22764, textureId=2, prespace=0, width=16, advance=16, top=(129, 209), bottom=(145, 225)
code=22766, textureId=2, prespace=0, width=16, advance=16, top=(145, 209), bottom=(161, 225)
code=22767, textureId=2, prespace=0, width=16, advance=16, top=(161, 209), bottom=(177, 225)
code=22768, textureId=2, prespace=0, width=16, advance=16, top=(177, 209), bottom=(193, 225)
code=22769, textureId=2, prespace=0, width=16, advance=16, top=(193, 209), bottom=(209, 225)
code=22770, textureId=2, prespace=0, width=16, advance=16, top=(209, 209), bottom=(225, 225)
code=22771, textureId=2, prespace=0, width=16, advance=16, top=(225, 209), bottom=(241, 225)
code=22774, textureId=2, prespace=0, width=16, advance=16, top=(241, 209), bottom=(257, 225)
code=22775, textureId=2, prespace=0, width=16, advance=16, top=(257, 209), bottom=(273, 225)
code=22777, textureId=2, prespace=0, width=16, advance=16, top=(273, 209), bottom=(289, 225)
code=22778, textureId=2, prespace=0, width=16, advance=16, top=(289, 209), bottom=(305, 225)
code=22779, textureId=2, prespace=0, width=16, advance=16, top=(305, 209), bottom=(321, 225)
code=22780, textureId=2, prespace=0, width=16, advance=16, top=(321, 209), bottom=(337, 225)
code=22781, textureId=2, prespace=0, width=16, advance=16, top=(337, 209), bottom=(353, 225)
code=22786, textureId=2, prespace=0, width=16, advance=16, top=(353, 209), bottom=(369, 225)
code=22788, textureId=2, prespace=0, width=16, advance=16, top=(369, 209), bottom=(385, 225)
code=22791, textureId=2, prespace=0, width=16, advance=16, top=(385, 209), bottom=(401, 225)
code=22793, textureId=2, prespace=0, width=16, advance=16, top=(401, 209), bottom=(417, 225)
code=22794, textureId=2, prespace=0, width=16, advance=16, top=(417, 209), bottom=(433, 225)
code=22797, textureId=2, prespace=0, width=16, advance=16, top=(433, 209), bottom=(449, 225)
code=22799, textureId=2, prespace=0, width=16, advance=16, top=(449, 209), bottom=(465, 225)
code=22800, textureId=2, prespace=0, width=16, advance=16, top=(465, 209), bottom=(481, 225)
code=22804, textureId=2, prespace=0, width=16, advance=16, top=(481, 209), bottom=(497, 225)
code=22805, textureId=2, prespace=0, width=16, advance=16, top=(1, 225), bottom=(17, 241)
code=22806, textureId=2, prespace=0, width=16, advance=16, top=(17, 225), bottom=(33, 241)
code=22808, textureId=2, prespace=0, width=16, advance=16, top=(33, 225), bottom=(49, 241)
code=22809, textureId=2, prespace=0, width=16, advance=16, top=(49, 225), bottom=(65, 241)
code=22810, textureId=2, prespace=0, width=16, advance=16, top=(65, 225), bottom=(81, 241)
code=22811, textureId=2, prespace=0, width=16, advance=16, top=(81, 225), bottom=(97, 241)
code=22812, textureId=2, prespace=0, width=16, advance=16, top=(97, 225), bottom=(113, 241)
code=22815, textureId=2, prespace=0, width=16, advance=16, top=(113, 225), bottom=(129, 241)
code=22816, textureId=2, prespace=0, width=16, advance=16, top=(129, 225), bottom=(145, 241)
code=22818, textureId=2, prespace=0, width=16, advance=16, top=(145, 225), bottom=(161, 241)
code=22820, textureId=2, prespace=0, width=16, advance=16, top=(161, 225), bottom=(177, 241)
code=22821, textureId=2, prespace=0, width=16, advance=16, top=(177, 225), bottom=(193, 241)
code=22823, textureId=2, prespace=0, width=16, advance=16, top=(193, 225), bottom=(209, 241)
code=22825, textureId=2, prespace=0, width=16, advance=16, top=(209, 225), bottom=(225, 241)
code=22826, textureId=2, prespace=0, width=16, advance=16, top=(225, 225), bottom=(241, 241)
code=22827, textureId=2, prespace=0, width=16, advance=16, top=(241, 225), bottom=(257, 241)
code=22828, textureId=2, prespace=0, width=16, advance=16, top=(257, 225), bottom=(273, 241)
code=22829, textureId=2, prespace=0, width=16, advance=16, top=(273, 225), bottom=(289, 241)
code=22830, textureId=2, prespace=0, width=16, advance=16, top=(289, 225), bottom=(305, 241)
code=22831, textureId=2, prespace=0, width=16, advance=16, top=(305, 225), bottom=(321, 241)
code=22833, textureId=2, prespace=0, width=16, advance=16, top=(321, 225), bottom=(337, 241)
code=22834, textureId=2, prespace=0, width=16, advance=16, top=(337, 225), bottom=(353, 241)
code=22836, textureId=2, prespace=0, width=16, advance=16, top=(353, 225), bottom=(369, 241)
code=22839, textureId=2, prespace=0, width=16, advance=16, top=(369, 225), bottom=(385, 241)
code=22840, textureId=2, prespace=0, width=16, advance=16, top=(385, 225), bottom=(401, 241)
code=22841, textureId=2, prespace=0, width=16, advance=16, top=(401, 225), bottom=(417, 241)
code=22842, textureId=2, prespace=0, width=16, advance=16, top=(417, 225), bottom=(433, 241)
code=22844, textureId=2, prespace=0, width=16, advance=16, top=(433, 225), bottom=(449, 241)
code=22846, textureId=2, prespace=0, width=16, advance=16, top=(449, 225), bottom=(465, 241)
code=22849, textureId=2, prespace=0, width=16, advance=16, top=(465, 225), bottom=(481, 241)
code=22850, textureId=2, prespace=0, width=16, advance=16, top=(481, 225), bottom=(497, 241)
code=22852, textureId=2, prespace=0, width=16, advance=16, top=(1, 241), bottom=(17, 257)
code=22855, textureId=2, prespace=0, width=16, advance=16, top=(17, 241), bottom=(33, 257)
code=22856, textureId=2, prespace=0, width=16, advance=16, top=(33, 241), bottom=(49, 257)
code=22857, textureId=2, prespace=0, width=16, advance=16, top=(49, 241), bottom=(65, 257)
code=22859, textureId=2, prespace=0, width=16, advance=16, top=(65, 241), bottom=(81, 257)
code=22862, textureId=2, prespace=0, width=16, advance=16, top=(81, 241), bottom=(97, 257)
code=22863, textureId=2, prespace=0, width=16, advance=16, top=(97, 241), bottom=(113, 257)
code=22864, textureId=2, prespace=0, width=16, advance=16, top=(113, 241), bottom=(129, 257)
code=22865, textureId=2, prespace=0, width=16, advance=16, top=(129, 241), bottom=(145, 257)
code=22868, textureId=2, prespace=0, width=16, advance=16, top=(145, 241), bottom=(161, 257)
code=22869, textureId=2, prespace=0, width=16, advance=16, top=(161, 241), bottom=(177, 257)
code=22870, textureId=2, prespace=0, width=16, advance=16, top=(177, 241), bottom=(193, 257)
code=22871, textureId=2, prespace=0, width=16, advance=16, top=(193, 241), bottom=(209, 257)
code=22872, textureId=2, prespace=0, width=16, advance=16, top=(209, 241), bottom=(225, 257)
code=22874, textureId=2, prespace=0, width=16, advance=16, top=(225, 241), bottom=(241, 257)
code=22880, textureId=2, prespace=0, width=16, advance=16, top=(241, 241), bottom=(257, 257)
code=22882, textureId=2, prespace=0, width=16, advance=16, top=(257, 241), bottom=(273, 257)
code=22885, textureId=2, prespace=0, width=16, advance=16, top=(273, 241), bottom=(289, 257)
code=22887, textureId=2, prespace=0, width=16, advance=16, top=(289, 241), bottom=(305, 257)
code=22888, textureId=2, prespace=0, width=16, advance=16, top=(305, 241), bottom=(321, 257)
code=22889, textureId=2, prespace=0, width=16, advance=16, top=(321, 241), bottom=(337, 257)
code=22890, textureId=2, prespace=0, width=16, advance=16, top=(337, 241), bottom=(353, 257)
code=22892, textureId=2, prespace=0, width=16, advance=16, top=(353, 241), bottom=(369, 257)
code=22893, textureId=2, prespace=0, width=16, advance=16, top=(369, 241), bottom=(385, 257)
code=22894, textureId=2, prespace=0, width=16, advance=16, top=(385, 241), bottom=(401, 257)
code=22899, textureId=2, prespace=0, width=16, advance=16, top=(401, 241), bottom=(417, 257)
code=22900, textureId=2, prespace=0, width=16, advance=16, top=(417, 241), bottom=(433, 257)
code=22902, textureId=2, prespace=0, width=16, advance=16, top=(433, 241), bottom=(449, 257)
code=22904, textureId=2, prespace=0, width=16, advance=16, top=(449, 241), bottom=(465, 257)
